gauge_id,nse,kge,corr,bias,n_days
03165000,0.0627,0.5760,0.6180,1.0279,236
03170000,0.7580,0.7710,0.8735,0.9737,253
03173000,0.6996,0.7154,0.8460,0.8347,253
03180500,0.7234,0.5721,0.9006,0.8141,236
03182500,0.7201,0.7360,0.8519,0.9118,251
03186500,0.7641,0.8751,0.8788,0.9987,251
03187500,0.5877,0.7645,0.8331,0.9417,249
03213700,0.4638,0.7346,0.7559,1.0735,253
03237280,0.3016,0.4093,0.5600,0.8345,253
03237500,0.7138,0.7504,0.8493,1.1708,250
03241500,0.8841,0.8900,0.9408,0.9601,240
03280700,-0.1490,0.4534,0.5426,0.7669,213
03281100,0.1506,0.5289,0.5988,0.7542,251
03281500,0.3751,0.6367,0.7051,0.7890,240
03285000,-2.4596,-0.5325,0.3260,2.0838,250
03291780,0.6508,0.6562,0.8097,1.1478,253
03300400,0.8407,0.7332,0.9266,1.2560,253
03340800,0.4945,0.6471,0.8282,1.1797,205
03346000,0.6866,0.5035,0.8815,0.7187,253
03364500,0.7621,0.7913,0.8737,0.9301,253
03366500,0.7449,0.6356,0.8917,0.8862,253
03368000,0.4544,0.6736,0.7040,1.0992,252
03384450,0.6416,0.3466,0.9240,0.6251,253
03439000,0.4924,0.4069,0.8386,0.7116,251
03450000,0.5170,0.3982,0.8231,0.9266,253
03455500,0.1617,0.4784,0.5547,0.7998,251
03456500,0.5491,0.5957,0.7533,0.9003,251
03460000,0.1639,0.5544,0.7438,0.7052,253
03463300,0.4638,0.7142,0.7889,1.0720,253
03471500,0.5604,0.6810,0.8533,0.7281,251
03473000,0.5903,0.6304,0.8543,0.7515,253
03479000,0.4034,0.5945,0.6583,0.9273,251
03488000,0.6116,0.5729,0.8235,0.7301,253
03498500,0.5433,0.6154,0.7862,0.7915,253
03500000,0.6768,0.7197,0.9238,0.8395,251
03504000,0.2736,0.5981,0.6259,0.9154,251
03574500,0.5133,0.3710,0.7890,0.6684,252
03604000,0.3606,0.2965,0.6707,0.8378,253
04015330,0.6412,0.4822,0.8479,0.7357,212
04024430,0.7019,0.5001,0.8896,0.6219,253
04027000,0.6366,0.5318,0.8299,0.7195,251
04040500,0.8450,0.7354,0.9326,0.8548,253
04043050,0.7798,0.7530,0.8898,0.8481,182
04045500,0.8947,0.7539,0.9662,0.7726,249
04056500,0.4898,0.4025,0.7939,0.7029,248
04057510,0.8708,0.6409,0.9811,0.7542,175
04057800,0.8042,0.5958,0.9315,0.7094,253
04059500,0.8686,0.8169,0.9385,0.9777,253
04063700,0.8394,0.5418,0.9783,0.6294,253
04074950,0.6807,0.5555,0.9345,0.7433,253
04105700,0.8789,0.8319,0.9467,0.9563,253
04115265,0.8292,0.6819,0.9473,1.0069,253
04122200,0.7562,0.7169,0.8886,0.8856,253
04122500,0.8625,0.8438,0.9386,0.9280,251
04124000,0.8924,0.8701,0.9652,1.0744,253
04127997,0.8991,0.8008,0.9619,0.9735,216
04185000,0.8717,0.8871,0.9341,0.9755,253
04196800,0.8688,0.8631,0.9332,0.9433,253
04197100,0.8883,0.7185,0.9544,1.2696,253
04197170,0.9007,0.9383,0.9520,0.9719,253
04213000,0.6542,0.7237,0.8140,0.8782,252
04213075,0.3710,0.3906,0.6246,0.8338,249
04216418,0.7227,0.7908,0.8568,1.1321,253
04221000,0.3518,0.2746,0.7837,0.5625,253
04224775,0.5514,0.3856,0.8488,0.6120,251
04256000,0.8216,0.8577,0.9219,1.0905,251
04296000,0.6978,0.6829,0.8493,0.8507,253
05057000,-0.6584,0.0510,0.6301,0.5212,174
05057200,0.6406,0.6826,0.8025,1.0286,251
05062500,0.7153,0.5928,0.8923,0.9317,216
05087500,0.3359,0.4327,0.5810,1.0315,253
05120500,-9.9994,-1.4887,-0.0639,3.1891,210
05123400,-0.4647,-0.7339,-0.1343,0.1416,252
05129115,-0.7770,-0.8668,-0.2186,0.0000,253
05131500,0.1041,-0.0175,0.7581,0.4163,159
05291000,0.1222,0.1008,0.5345,0.5845,253
05362000,0.7530,0.7239,0.8778,0.8076,252
05393500,0.7203,0.7728,0.8529,0.8708,253
05399500,0.7267,0.8482,0.8621,0.9376,251
05408000,0.8231,0.7610,0.9201,0.9463,252
05412500,0.5654,0.3856,0.9143,0.6378,253
05413500,0.6609,0.7999,0.8878,0.8373,223
05414000,0.3566,0.3998,0.9004,0.6247,219
05444000,-0.4591,0.3623,0.5458,0.7716,251
05454000,0.8149,0.7965,0.9064,0.8412,252
05458000,0.5697,0.6145,0.7623,0.8354,253
05466500,0.7861,0.6723,0.9169,0.9869,251
05487980,0.5828,0.6471,0.7639,0.9388,251
05488200,0.6711,0.7140,0.8220,0.8301,253
05489000,0.7581,0.6108,0.9040,0.8239,253
05495000,0.6455,0.6597,0.8142,1.2620,251
05495500,0.7396,0.7471,0.8615,0.8706,247
05501000,0.8244,0.6009,0.9531,0.7830,251
05503800,0.7212,0.7020,0.8571,0.9577,253
05507600,0.6286,0.8038,0.8146,0.9358,253
05508805,0.5473,0.5977,0.8305,1.3147,251
05514500,0.7149,0.8196,0.8475,1.0163,250
05525500,0.5935,0.7315,0.8134,1.1833,253
05556500,0.5202,0.3952,0.7757,0.5875,253
05584500,0.8662,0.8665,0.9317,0.9417,253
05585000,0.8080,0.7347,0.9098,0.8461,253
05591550,0.8198,0.8331,0.9062,1.0774,251
05592050,0.7238,0.6282,0.8748,0.8588,222
05592575,0.4311,0.7221,0.7288,1.0411,251
05593575,0.3784,0.3280,0.7649,1.5986,253
05593900,0.6637,0.7384,0.8598,1.1785,253
05595730,0.4395,0.4954,0.7930,1.4073,253
06037500,-2.1343,0.4187,0.8675,1.2917,253
06043500,0.5099,0.4526,0.9651,1.3010,253
06154410,0.7119,0.5400,0.9094,0.7583,253
06188000,0.8819,0.9203,0.9444,0.9570,253
06191500,0.7567,0.7024,0.9405,1.0996,253
06221400,0.8098,0.8529,0.9209,1.0705,253
06224000,0.7195,0.8490,0.8564,1.0342,253
06289000,0.2825,0.5650,0.6446,0.8297,253
06332515,-0.0009,-0.1971,0.3621,0.8179,151
06339100,-0.1055,0.3135,0.4331,1.3838,189
06339500,0.0037,0.0453,0.7419,0.3047,183
06344600,-2.8559,-1.8740,0.2126,3.7631,192
06350000,-3.5431,-0.6148,0.2812,2.1164,253
06352000,-0.0296,-0.1083,0.5332,1.3960,252
06353000,0.0079,-0.0988,0.5313,0.8529,251
06354000,0.3553,0.3083,0.7542,0.5335,187
06360500,0.1535,0.1525,0.5542,1.5768,154
06404000,-19.7965,-2.7595,0.2186,1.9649,220
06406000,-164.9120,-3.8393,0.8816,5.7735,195
06408700,-1187.6787,-3.5808,0.3821,1.5037,253
06409000,-1.0842,0.6556,0.8748,1.2461,208
06431500,-0.7684,0.5131,0.5225,1.0951,242
06440200,0.1662,0.0340,0.4596,0.3254,175
06441500,-0.8228,-1.3807,0.2293,3.0858,192
06447000,0.4421,0.3404,0.7174,0.7368,177
06447500,-0.0627,-0.1039,0.3883,0.7210,253
06450500,0.1779,0.1568,0.5277,1.1016,222
06452000,0.0082,-0.2871,0.1525,1.0380,190
06453600,0.0051,0.0301,0.5527,1.6850,250
06464500,-0.0342,0.4419,0.7683,1.2338,190
06477500,-239.0540,-15.9779,0.2615,11.1291,252
06479215,0.2521,0.5736,0.5903,0.9387,252
06479438,0.5548,0.3008,0.8052,0.4334,252
06601000,-1.7860,-0.4820,0.8787,1.0961,253
06614800,0.7909,0.6447,0.9364,1.3226,252
06622700,-0.2487,0.1789,0.7674,1.5882,253
06623800,0.8315,0.9080,0.9176,0.9615,253
06632400,-0.2908,0.3394,0.4737,1.3739,253
06784000,-0.6509,0.4307,0.6285,1.3586,253
06803510,0.2261,0.1317,0.5125,0.7370,253
06803530,0.4803,0.3742,0.7682,0.8341,253
06814000,0.8284,0.6611,0.9141,0.6953,253
06846500,-0.0090,-0.4658,-0.0462,1.4001,253
06847900,-0.0159,-0.3009,0.0861,1.3428,253
06853800,0.3370,0.2019,0.7465,1.4885,253
06876700,0.3658,0.4902,0.8553,1.1769,253
06878000,0.8276,0.8843,0.9114,0.9348,253
06879650,0.2165,0.1447,0.4844,0.6187,252
06885500,0.8428,0.6534,0.9362,0.7460,253
06888500,0.4585,0.2340,0.8065,0.5892,253
06889200,0.7294,0.5546,0.8854,0.7298,253
06889500,0.3818,0.4468,0.6185,0.8998,253
06892000,0.7105,0.6312,0.8576,0.8100,253
06903400,0.5348,0.1099,0.9322,0.3577,253
06906800,0.8475,0.8723,0.9208,0.9777,253
06910800,0.7134,0.6190,0.8627,0.8140,253
06911900,0.8031,0.8234,0.8966,0.9192,253
06917000,0.7603,0.7319,0.8753,0.8383,253
06918460,0.8236,0.7521,0.9178,1.2057,253
06919500,0.7341,0.7768,0.8611,0.8491,253
06921070,0.7483,0.6488,0.9322,1.2155,253
06921200,0.6726,0.5417,0.8317,0.6432,253
06934000,0.6994,0.8033,0.8503,0.8782,252
07014500,0.5029,0.3411,0.8532,0.8045,253
07056000,0.7019,0.7916,0.8401,0.9248,251
07057500,0.4958,0.5455,0.7186,0.8902,253
07060710,-0.0004,-0.3792,0.0520,1.0964,253
07066000,0.3723,0.3098,0.7132,0.7905,253
07067000,0.3900,0.3970,0.9160,0.5682,253
07068000,0.3759,0.3852,0.8284,0.7534,252
07071500,0.0200,0.4213,0.6061,0.7867,253
07083000,-1.4745,-0.3622,0.8852,1.7390,253
07142300,-7.9832,-5.1864,0.0281,7.0422,253
07145700,0.9248,0.9189,0.9617,0.9446,253
07148400,-0.2317,0.1995,0.8876,1.4962,253
07149000,0.3948,0.4173,0.9296,1.5358,253
07151500,0.7922,0.8018,0.8912,0.9295,253
07167500,0.8762,-0.0575,0.9751,2.0416,253
07180500,0.1733,0.3072,0.4513,0.8228,253
07184000,0.6484,0.6665,0.8071,0.7916,251
07195800,-0.0748,0.4565,0.6937,1.1075,253
07196900,0.5577,0.4853,0.7905,1.0405,252
07197000,0.6961,0.7778,0.8359,1.0665,253
07208500,-0.1031,0.4745,0.6665,1.0146,253
07226500,-0.0191,-0.4684,-0.0028,0.3937,250
07261000,0.4187,0.3862,0.6738,1.3854,251
07263295,0.1740,-0.8215,0.6216,2.6785,251
07290650,0.5287,0.4302,0.7739,0.6634,253
07291000,0.5758,0.3715,0.8315,0.4702,253
07292500,0.5637,0.3902,0.8748,0.7853,253
07295000,0.6607,0.6134,0.8249,0.8307,253
07299670,0.3519,0.0664,0.6358,1.7217,243
07301410,0.4299,0.2989,0.8405,1.6798,242
07301500,-0.2047,-0.5707,0.0828,1.8348,214
07315200,-0.4134,-0.1186,0.4376,1.9489,161
07315700,0.2081,0.2917,0.7873,1.5327,222
07335700,0.5062,0.3165,0.7810,0.5695,244
07340300,0.6249,0.6141,0.8015,0.8060,253
07346045,-0.2767,-0.0802,0.6862,0.3644,253
07359610,0.4695,0.1821,0.8524,1.7984,253
07362100,0.3583,0.2526,0.7504,1.6913,253
07362587,-0.1765,-0.2596,0.5802,2.1683,251
07373000,0.1531,0.1273,0.5005,0.5804,250
07375000,0.7169,0.5737,0.8627,0.6715,252
07376000,0.8788,0.7819,0.9467,0.8371,253
08013000,0.6181,0.4514,0.8660,0.7512,253
08014500,0.5185,0.3511,0.8327,0.6631,253
08023080,-0.0404,-0.2367,0.2856,1.9019,253
08025500,-0.1337,0.0009,0.9044,1.4821,253
08029500,0.1167,0.4798,0.6926,1.3311,253
08050800,0.2858,0.2138,0.5764,0.8082,252
08066200,0.3969,0.4879,0.6323,0.8484,253
08066300,0.8656,0.6921,0.9330,0.7130,253
08070000,-0.1922,0.0574,0.8856,1.3882,253
08070200,0.2922,0.6670,0.6863,0.9748,253
08079600,-8.8752,-3.7088,0.1866,5.1496,208
08082700,0.1045,0.0222,0.3243,0.8092,239
08086212,0.4719,0.2293,0.9319,1.3214,253
08086290,0.5785,-0.4170,0.7703,2.3691,253
08101000,-0.6848,0.0643,0.6167,1.5916,252
08103900,0.3852,0.6019,0.6451,0.9820,253
08104900,0.5180,0.6981,0.7875,0.8102,253
08109700,-0.0661,0.1042,0.6839,1.7423,232
08150800,0.8004,0.6181,0.9306,1.1884,253
08155200,0.5421,-0.7297,0.9145,2.7235,253
08158700,-3.5946,-8.1144,0.5485,10.0468,253
08158810,0.5788,0.4880,0.8099,1.0946,253
08164000,0.3066,0.3725,0.7375,1.5325,253
08164300,0.4808,0.4797,0.7065,0.9756,250
08164600,-3.2536,-3.4813,0.7328,5.1956,253
08165300,0.1011,0.3535,0.6721,1.4944,253
08171300,-56.6088,-37.0394,0.7696,38.5006,253
08175000,0.5058,0.4613,0.7560,0.5215,253
08176900,-17.5276,-6.3758,0.3131,7.5673,253
08178880,0.7654,0.5404,0.8896,0.5539,253
08189500,-0.5165,0.0042,0.6535,1.7122,253
08190000,0.8755,0.5716,0.9386,1.4143,253
08190500,0.6839,-0.1892,0.9557,2.1575,247
08194200,-0.6449,-1.0196,0.9063,2.7034,253
08195000,0.5373,0.3046,0.9012,1.5471,253
08196000,0.2531,0.2341,0.5964,1.6356,241
08198500,-1.3707,-1.1634,0.9768,2.5675,253
08200000,0.6350,0.4246,0.8333,0.6124,253
08202700,-0.6081,-0.2021,0.5862,1.9820,252
08267500,-21.6200,-2.3024,0.6990,2.5836,253
08269000,-3.3387,-0.3813,0.7080,1.6655,253
08271000,-44.8885,-4.1521,0.7742,2.4940,253
08324000,0.1253,0.5765,0.7007,1.1073,253
08377900,-0.3302,0.1827,0.2144,1.1273,253
08378500,-1.2524,0.1098,0.1659,1.1377,244
08380500,0.2782,0.2275,0.5813,1.4546,253
09034900,0.2107,0.2683,0.8730,1.5333,249
09035900,0.5750,0.7566,0.8317,1.0722,219
09047700,-3.5545,-0.7885,0.8945,1.3698,251
09065500,0.7653,0.6950,0.9421,1.1080,253
09066000,-0.8031,0.2091,0.6016,1.1234,253
09066200,0.7316,0.6678,0.9280,1.2025,253
09066300,-0.2777,0.0191,0.8133,1.7681,253
09081600,0.1043,0.5887,0.6130,1.0434,253
09107000,-1.1066,0.0142,0.7024,1.2292,252
09210500,-1.3441,0.0665,0.7422,1.5058,226
09223000,-2.4224,-0.5397,0.8908,1.9667,192
09306242,-342.8530,-4.2710,0.9098,6.1386,251
09312600,-2.0522,-0.5446,0.4697,2.3042,253
09352900,0.0246,0.4337,0.4596,1.1200,223
09378170,0.2659,0.2817,0.5490,1.3198,253
09378630,,,,,253
09386900,-1.3863,-0.1440,0.0168,1.5648,253
09404450,0.7389,0.7677,0.8784,0.9141,252
09430500,-0.1541,0.1741,0.7359,0.2925,253
09430600,-0.3817,0.2507,0.5089,0.4792,253
09447800,-0.2156,-0.7681,-0.4642,1.3751,252
09480000,-0.9400,-5.0362,-0.0052,6.9481,253
09484000,-0.5939,-0.9989,0.4780,2.9156,228
09484600,-0.8841,-1.7359,0.5007,3.6552,252
09492400,0.2211,0.4755,0.7390,1.4510,252
09494000,-0.0804,0.2740,0.3401,0.8467,253
09497800,-0.0967,-0.6048,-0.2747,1.3833,253
09497980,-0.2629,-0.0652,0.0839,0.6607,253
09505200,0.6176,0.7152,0.7938,1.1583,253
09505350,0.6488,0.4403,0.8149,1.5154,253
09505800,0.2892,0.6056,0.7248,1.1997,253
09508300,-0.8003,0.2475,0.3932,1.2510,253
09510200,-0.0468,-0.2948,-0.0132,0.8786,234
09512280,-0.1490,-0.3076,0.0003,1.5695,253
09513780,-0.0862,-1.0580,0.1483,2.7769,252
10023000,-14.3366,-0.6443,0.1331,2.2620,253
10166430,-12540.8863,-90.6574,0.5847,73.4240,253
10172700,-28.9526,-0.3383,0.6528,2.0009,253
10172800,-9.6594,-0.9157,0.8122,2.3335,253
10173450,-0.3519,0.4068,0.4292,0.9922,253
10205030,-185.7732,-9.8296,-0.0048,2.2730,253
10234500,-0.0734,-0.3001,-0.0273,0.8308,249
10242000,-29.3375,-3.6623,0.4137,4.3659,253
10244950,-32.3705,-1.4580,0.7480,1.5514,253
10249300,-41.8872,-4.5170,0.5356,4.3527,252
10258000,,,,,81
10258500,0.0091,-0.4051,0.1601,0.3502,253
10259000,0.8344,0.7302,0.9394,1.0729,253
10259200,-5.1521,-4.8437,0.7200,6.5440,253
10263500,-0.4222,0.1250,0.8317,1.2537,253
10310500,-1.2902,0.1954,0.8999,1.7666,252
10316500,-0.2908,0.3427,0.6865,1.2411,252
10329500,-0.3480,0.0515,0.9009,1.2927,252
10336645,0.5711,0.7089,0.7694,1.1304,239
10336660,0.5854,0.7589,0.7782,1.0419,253
10343500,0.6131,0.4749,0.8782,0.7745,253
10348850,-1.7914,0.0135,0.8592,1.7782,253
10396000,-0.3338,0.3493,0.7201,1.2575,252
11098000,-0.2296,-0.0247,0.8553,1.6498,253
11124500,-3.5695,-1.3186,0.9821,2.5351,253
11141280,0.5648,0.6470,0.8524,1.2166,253
11143000,0.6722,0.5084,0.9234,1.3961,252
11148900,0.7451,0.4080,0.9508,0.6037,253
11151300,0.9159,0.5347,0.9756,1.4154,253
11162500,0.8340,0.5787,0.9642,0.7251,253
11176400,0.4921,0.2007,0.8605,0.5150,144
11180500,-0.2752,-0.2228,0.8066,1.9454,251
11180960,-0.8216,-0.6669,0.6044,2.5128,253
11224500,0.0884,-0.2940,0.3950,0.2135,253
