gauge_id,tsnow,ddf,ft,wm,b,im,ke,fc,ksoil,hmaxaq,gwc,gwe,qc,lf,nshape,kmult,area_km2,train_nse,test_nse,test_kge
02027500,-1.99913,1.17848,0.946582,52.112,0.985242,0.034153,0.903132,0.000822461,0.499954,219.854,0.0101807,6.80499,0.638065,0.167372,1.48887,0.418708,123.49,0.532776,0.454561,0.36098
02028500,-1.62529,1.23024,0.46451,133.714,3.13247,0.0789376,0.753287,0.000183445,0.0759512,262.832,0.0380366,3.11945,0.741285,0.214473,1.35116,0.161934,245.426,0.724481,0.580747,0.54416
02038850,-1.06899,2.72632,0.00891437,731.592,4.0928,0.0522586,2.29997,3.53981,0.00339966,662.241,0.68114,7.80683,0.124836,0.000280079,2.78891,2.97573,22.109,0.58201,0.418562,0.415208
02046000,-0.568634,1.04185,0.188073,348.68,0.122666,0.162045,0.866688,4.32827,0.00303901,838.868,0.097158,1.01787,0.706593,0.0526568,1.9934,2.54475,292.544,0.816424,0.628158,0.698448
02051000,-0.600471,1.56703,0.0313229,151.77,0.966885,0.00092526,1.61832,2.63564,0.0154069,407.754,0.293533,2.9223,0.389409,0.00446065,1.338,0.161457,144.977,0.567354,0.334362,0.593335
02051500,-1.90597,1.19829,0.102713,125.934,0.314723,3.42961e-05,0.80416,0.501325,0.0094253,220.165,0.0357501,2.62643,0.714249,0.314554,3.3885,1.21233,1429.06,0.771419,0.807981,0.827289
02053200,-0.40301,7.79902,0.169525,245.757,0.277652,0.0031118,0.793003,0.00335031,0.00107821,83.2037,0.011756,1.62221,0.257718,0.268406,2.20035,3.67389,582.498,0.877663,0.783379,0.739541
02053800,-1.79887,2.48632,0.949957,63.1702,9.97238,0.130294,0.802992,3.07834,0.39268,408.084,0.0235249,3.95502,0.131867,0.392834,1.17953,0.349272,282.188,0.733856,0.616037,0.713861
02055100,-0.343988,2.8111,0.191972,78.2014,0.164962,0.191576,0.692426,0.99674,0.0236591,229.972,0.050107,2.93815,0.0506347,0.284004,2.59459,0.646497,30.2899,0.607219,0.459849,0.678349
02056900,-1.23007,2.21107,0.0448993,244.715,1.50204,0.107793,1.12391,2.57496,0.0299687,351.271,0.058268,3.2352,0.183087,0.00491742,1.1224,1.36324,297.721,0.681734,0.68021,0.704726
02059500,-0.385018,2.59415,0.0461149,302.64,0.323423,0.0943394,1.08268,1.20025,0.00443289,176.532,0.0606452,2.79213,0.0549118,0.0375411,1.03152,2.7194,486.71,0.609026,0.568169,0.572178
02064000,-1.03263,2.08617,0.028199,355.522,0.468458,0.0884648,1.38249,0.924777,0.00313667,166.967,0.258211,3.7483,0.0715481,0.0407909,1.46191,1.82861,427.165,0.718215,0.388874,0.300243
02065500,-1.61001,1.53513,0.0731855,500.343,0.435806,8.70634e-05,0.931309,0.000194198,0.0026655,75.5704,0.357123,1.16943,0.97474,0.127347,5.26837,1.00157,252.675,0.708362,0.545552,0.485112
02069700,-0.570793,1.02408,0.0342112,145.345,0.194432,0.0881175,0.921489,2.33533,0.022545,522.985,0.0792654,3.26342,0.139501,0.161682,1.17586,2.6509,221.349,0.762489,0.60445,0.798971
02070000,-0.670161,1.79477,0.0413727,281.326,0.339306,0.125718,1.08599,1.44759,0.00599957,514.196,0.149932,4.62245,0.0666719,0.00465237,1.15271,2.05473,279.599,0.695896,0.728088,0.83431
02074500,-0.309156,1.06788,0.0351337,276.029,0.210614,0.198708,0.794803,2.50933,0.00274375,159.168,0.627149,3.06761,0.122487,0.409626,1.21145,0.258061,287.366,0.613879,0.642351,0.652932
02077200,-0.289906,3.23348,0.948449,111.858,0.181638,0.267589,0.835088,1.77981,0.00819656,57.5427,0.111889,1.27182,0.516986,0.194999,1.76534,0.153752,118.83,0.705017,0.433844,0.497733
02081500,-1.58062,1.26554,0.135206,136.763,0.256591,2.65317e-05,0.902179,4.31188,0.00674721,98.9581,0.0652131,2.05382,0.995378,0.246132,1.45253,2.51763,432.343,0.805117,0.795631,0.809904
02082950,-0.455929,1.03939,0.0590428,563.104,0.584131,0.000308453,0.989353,0.00886273,0.0014826,39.5551,0.0153582,3.73136,0.684559,0.00847677,3.07289,1.63611,458.232,0.759734,0.580246,0.449945
02092500,-1.84986,7.51037,0.936728,48.4412,0.0291231,0.141173,0.777469,0.00028914,0.103526,1066.1,0.181235,0.818773,0.707514,0.236411,3.32661,3.00305,434.932,0.866683,0.75414,0.825526
02096846,-0.839005,1.87401,0.0197766,519.315,0.177396,0.0286091,1.19324,1.13282,0.00144743,16.1073,0.0562332,1.70692,0.408505,0.00250692,2.85582,0.72649,19.5202,0.485923,0.583252,0.52391
02102908,-1.86774,1.22093,0.0129443,77.9975,0.0530811,0.110774,0.978518,1.51018,0.492742,647.392,0.169355,2.62407,0.649937,0.0696753,1.51813,0.553762,19.7532,0.802551,0.30949,0.637307
02108000,-1.6808,6.33518,0.167214,225.945,0.509578,0.00355275,0.871976,7.00392e-05,0.00342142,24.1094,0.0320277,2.80133,0.210979,0.123952,2.59348,1.89046,1550.74,0.853209,0.866133,0.823912
02111180,-1.92131,1.59147,0.948841,64.9409,0.581288,0.166364,0.843523,3.66533,0.499138,475.03,0.0539609,4.21396,0.457911,0.0198163,2.54654,0.405235,131.774,0.782146,0.665862,0.690167
02111500,-1.66849,1.00105,0.0297233,491.486,0.279554,0.132049,0.929353,2.15163,0.00442631,292.029,0.0219768,4.25397,0.0650571,0.0156498,1.18476,2.45376,230.928,0.748102,0.61075,0.710981
02112120,-1.42494,1.00054,0.0450958,360.86,1.18132,0.116659,0.967627,2.99281,0.015993,474.146,0.0605283,3.41511,0.10167,0.172083,1.59467,1.64236,331.377,0.735965,0.601178,0.631885
02112360,-1.61562,1.89773,0.0420784,311.111,2.9722,0.0841544,0.845484,2.95951,0.0507217,632.81,0.0684166,3.67287,0.239731,0.137825,1.38586,0.357836,204.004,0.707785,0.601476,0.733845
02118500,-0.785042,2.83347,0.221235,73.5997,0.191188,0.0749449,0.854382,3.01011,0.0439024,454.173,0.106299,3.10248,0.232415,0.301307,1.29293,1.16267,401.277,0.77297,0.610288,0.770678
02125000,-1.3565,2.40113,0.162208,115.869,0.280162,0.00189502,0.753264,2.37016,0.0129839,397.547,0.0585009,1.87007,0.606777,0.000848679,1.6547,0.317062,143.942,0.728741,0.552193,0.68017
02128000,-0.823503,2.50627,0.945817,62.2659,0.0959696,0.225125,0.709918,2.31352,0.0475625,518.507,0.0312519,2.84431,0.840464,0.210063,2.48973,0.424467,274.421,0.65193,0.550598,0.613541
02137727,0.278994,1.00257,0.884734,62.7425,0.311396,0.161802,0.721867,4.98952,0.237682,515.353,0.069895,4.03058,0.596518,0.219273,1.19057,0.291587,326.199,0.896975,0.819567,0.899976
02140991,-1.04972,5.77166,0.949866,57.8059,0.853429,0.0397172,0.701145,0.000519916,0.234487,707.285,0.0235918,4.99859,0.779935,0.123717,1.20416,0.211826,520.365,0.849574,0.785082,0.828388
02143000,0.441238,4.48759,0.949452,53.0943,0.258215,0.108801,0.806044,4.98897,0.161629,477.216,0.0971342,3.4541,0.452677,0.199387,3.16425,1.12285,215.395,0.881384,0.661433,0.727885
