gauge_id,nse,kge,corr,bias,n_days
02415000,0.8339,0.8367,0.9245,1.1411,228
02422500,0.7462,0.8105,0.8940,1.1552,219
02427250,0.7316,0.6769,0.8642,1.2814,236
02430085,0.1739,0.4139,0.4857,1.0771,236
02430615,,,,,0
02450250,0.5726,0.5755,0.7662,1.1433,234
02464000,0.8399,0.8181,0.9258,1.1617,236
02464146,,,,,0
02464360,,,,,0
02465493,0.7183,0.7697,0.8653,1.1498,233
02469800,0.6836,0.4791,0.9037,0.6685,234
02472000,0.8568,0.6928,0.9482,0.8061,236
02472500,0.7708,0.8123,0.9081,0.9026,236
02479155,0.7583,0.7146,0.8793,0.9021,236
02479300,0.6771,0.6964,0.8252,0.8980,236
02479560,,,,,0
02481000,0.7218,0.5927,0.8677,0.7471,236
02481510,0.7989,0.5823,0.9400,0.7586,236
03010655,0.6482,0.5289,0.8876,0.6976,207
03011800,0.4425,0.5472,0.6972,0.8099,236
03015500,0.7730,0.8059,0.8850,0.8896,236
03021350,0.7575,0.7590,0.8828,0.8039,234
03026500,0.6770,0.6706,0.8351,0.8815,236
03028000,0.6269,0.6101,0.8692,0.7115,234
03049000,,,,,0
03049800,0.3969,0.3381,0.6829,0.6927,234
03050000,0.4466,0.5998,0.8439,1.1006,234
03066000,0.7921,0.8063,0.8959,0.8758,236
03069500,0.7501,0.7048,0.8825,0.7994,234
03070500,0.6806,0.7240,0.8984,1.0580,234
03076600,0.7465,0.6024,0.9106,0.7518,236
03078000,0.5580,0.4742,0.7935,0.7354,236
03140000,0.7280,0.6386,0.8821,1.0026,234
03144000,0.7618,0.7174,0.9022,1.2487,236
03159540,0.8494,0.8344,0.9329,1.1390,236
03161000,0.8253,0.8320,0.9201,0.9121,236
03164000,0.5046,0.7246,0.7558,0.8956,236
03165000,0.0327,0.5643,0.6036,1.0293,219
03170000,0.7612,0.7485,0.8798,0.9529,236
03173000,0.7070,0.7249,0.8491,0.8500,234
03180500,0.7087,0.5547,0.8937,0.7856,220
03182500,0.7145,0.7266,0.8495,0.8933,234
03186500,0.8040,0.8567,0.8969,0.9733,234
03187500,0.7180,0.8355,0.8755,0.9418,233
03213700,0.4477,0.7226,0.7637,1.0823,236
03237280,0.3406,0.3851,0.5940,0.7535,236
03237500,0.7301,0.7869,0.8562,1.1085,234
03238500,,,,,0
03241500,0.8808,0.8882,0.9391,0.9598,223
03280700,-0.1414,0.4549,0.5448,0.7646,219
03281100,0.1294,0.5197,0.5925,0.7472,234
03281500,0.3511,0.6297,0.6970,0.7891,221
03285000,-2.4044,-0.4908,0.3234,2.0385,233
03291780,0.6676,0.6742,0.8199,1.1365,236
03300400,0.8408,0.7544,0.9256,1.2339,236
03338780,,,,,0
03340800,0.4893,0.6536,0.8265,1.1603,188
03346000,0.6749,0.4925,0.8767,0.7109,236
03364500,0.7701,0.8197,0.8778,0.9509,236
03366500,0.7426,0.6317,0.8909,0.8797,236
03368000,0.4876,0.7065,0.7356,1.1222,236
03384450,0.6432,0.3496,0.9242,0.6275,236
03439000,0.4992,0.4077,0.8427,0.7200,234
03450000,0.4914,0.3805,0.8154,0.8655,236
03455500,0.1230,0.4565,0.5357,0.7905,234
03456500,0.5388,0.5896,0.7502,0.8848,234
03460000,0.1499,0.5209,0.7569,0.6930,236
03463300,0.1285,0.4528,0.7957,1.1489,236
03471500,0.5971,0.6961,0.8684,0.7401,234
03473000,0.6420,0.6807,0.8722,0.7742,236
03479000,0.4352,0.6375,0.6826,0.9417,234
03488000,0.5984,0.5527,0.8186,0.7610,236
03498500,0.5290,0.6125,0.7785,0.7948,236
03500000,0.6550,0.7050,0.9189,0.8454,234
03500240,,,,,0
03504000,0.2351,0.6211,0.6463,0.8878,234
03574500,0.5027,0.3647,0.7842,0.6673,236
03592718,,,,,0
03604000,0.3459,0.2918,0.6490,0.8425,234
04015330,0.6388,0.4761,0.8468,0.7245,195
04024430,0.6962,0.5026,0.8874,0.6257,236
04027000,0.6308,0.5316,0.8268,0.7241,236
04040500,0.8454,0.7413,0.9328,0.8679,237
04043050,0.7798,0.7530,0.8898,0.8481,182
04045500,0.8951,0.7683,0.9650,0.7904,232
04056500,0.4673,0.3930,0.7842,0.6934,227
04057510,0.8675,0.6455,0.9808,0.7686,157
04057800,0.8012,0.5983,0.9302,0.7135,237
04059500,0.8665,0.8143,0.9376,0.9774,237
04063700,0.8374,0.5487,0.9776,0.6389,236
04074950,0.6860,0.5503,0.9385,0.7560,236
04105700,0.8828,0.8193,0.9491,0.9684,237
04115265,0.8244,0.6716,0.9479,1.0189,237
04122200,0.7499,0.7123,0.8850,0.8888,237
04122500,0.8593,0.8352,0.9363,0.9364,235
04124000,0.8940,0.8678,0.9655,1.0693,237
04127997,0.8991,0.8000,0.9622,0.9719,200
04161580,,,,,0
04185000,0.8868,0.8894,0.9424,1.0144,213
04196800,0.8661,0.8347,0.9335,0.9294,234
04197100,0.8870,0.7223,0.9539,1.2657,236
04197170,0.8990,0.9412,0.9512,0.9813,236
04213000,0.6475,0.7159,0.8126,0.8561,234
04213075,0.3632,0.3702,0.6259,0.8039,232
04216418,0.7131,0.7854,0.8512,1.1297,236
04221000,0.3461,0.2734,0.7840,0.5615,236
04224775,0.5373,0.3814,0.8434,0.6071,234
04233000,,,,,0
04256000,0.8165,0.8490,0.9196,1.1057,234
04296000,0.6806,0.6758,0.8394,0.8525,234
05057000,-1.2324,0.0652,0.6320,0.4894,158
05057200,0.6237,0.6980,0.7902,0.9788,235
05062500,0.7358,0.5689,0.9245,0.8216,197
05087500,0.3586,0.4387,0.5991,0.9677,236
05120500,-10.0006,-1.4892,-0.0649,3.1891,210
05123400,-0.3801,-0.6410,-0.0019,0.1599,236
05129115,-0.8420,-0.9007,-0.2699,0.0000,236
05131500,0.0756,-0.0290,0.7535,0.3993,140
05291000,0.0951,0.0910,0.5289,0.5630,236
05362000,0.7472,0.7186,0.8761,0.7977,235
05393500,0.7160,0.7669,0.8515,0.8602,236
05399500,0.7253,0.8497,0.8627,0.9389,234
05408000,0.8227,0.7674,0.9189,0.9388,235
05412500,0.5372,0.4543,0.8799,0.6584,236
05413500,0.6429,0.7905,0.8874,0.8388,206
05414000,0.4263,0.4160,0.9365,0.6416,202
05444000,0.2529,0.4455,0.6292,0.6585,234
05454000,0.5209,0.6979,0.7642,0.8139,236
05458000,0.5370,0.5083,0.7556,0.7711,236
05466500,0.8255,0.7314,0.9274,0.9916,234
05487980,0.5418,0.5815,0.7385,0.9114,234
05488200,0.6489,0.7275,0.8078,0.8729,234
05489000,0.7519,0.5941,0.9010,0.7967,234
05495000,0.6402,0.6822,0.8108,1.2332,234
05495500,0.7640,0.7034,0.8792,0.8087,230
05501000,0.8248,0.5801,0.9546,0.7468,234
05503800,0.7650,0.7507,0.8800,0.9681,237
05507600,0.6236,0.8013,0.8126,0.9340,237
05508805,0.5530,0.4957,0.8354,1.4441,234
05514500,0.7117,0.8178,0.8457,1.0128,234
05525500,0.4965,0.6855,0.7964,1.1808,234
05556500,0.5491,0.3462,0.8485,0.5699,236
05584500,0.8672,0.8469,0.9332,0.9037,234
05585000,0.7990,0.6939,0.9115,0.8109,236
05591550,0.8093,0.8187,0.9008,1.0765,234
05592050,0.7213,0.6226,0.8740,0.8509,220
05592575,0.4256,0.7186,0.7236,1.0384,231
05593575,0.3793,0.3243,0.7650,1.6037,236
05593900,0.6600,0.7542,0.8583,1.1518,234
05595730,0.4418,0.5108,0.7931,1.3894,234
06037500,-2.2599,0.3932,0.8620,1.2892,236
06043500,0.4985,0.4507,0.9641,1.3044,236
06154410,0.7454,0.7231,0.8746,0.8187,236
06188000,0.8773,0.9193,0.9423,0.9587,236
06191500,0.7474,0.6967,0.9388,1.1023,236
06221400,0.8413,0.8950,0.9289,1.0226,236
06224000,0.7198,0.8505,0.8569,1.0326,236
06278300,,,,,0
06280300,,,,,0
06289000,0.2703,0.5570,0.6346,0.8325,236
06291500,,,,,0
06311000,,,,,0
06332515,-0.0186,-0.0794,0.8409,0.6235,118
06339100,-0.1251,0.3065,0.4198,1.3754,172
06339500,-0.1276,-0.0225,0.8549,0.2214,166
06344600,-2.3693,-1.5667,0.1865,3.4171,175
06350000,-3.7045,-0.6349,0.2509,2.1413,236
06352000,-0.0105,-0.0995,0.5116,1.3186,235
06353000,-0.0159,-0.1282,0.5031,0.7622,222
06354000,0.4069,0.2669,0.9035,0.4590,171
06360500,0.1134,0.1345,0.5222,1.5369,137
06404000,-2.6073,-0.2233,0.0149,1.4934,203
06406000,-167.1162,-3.7483,0.9015,5.7052,178
06408700,-1687.2402,-4.0085,0.1707,1.5107,236
06409000,-1.2283,0.6319,0.8986,1.2472,191
06431500,-1.0153,0.4336,0.4421,1.0907,225
06440200,0.1580,-0.1133,0.4569,0.2307,158
06441500,-0.7433,-1.2139,0.1885,2.8669,175
06447000,0.4585,0.2151,0.8367,0.5544,140
06447500,-0.0968,-0.0542,0.5821,0.6900,236
06450500,0.1615,0.0798,0.5617,1.0570,206
06452000,0.0062,-0.3086,0.1235,0.9953,173
06453600,-0.0525,-0.0394,0.7372,1.7962,233
06464500,-0.0780,0.4306,0.7629,1.2424,173
06477500,-46.7837,-6.2120,0.2330,5.4120,235
06479215,0.3132,0.4280,0.5827,0.7788,236
06479438,0.3010,-0.0046,0.8170,0.2915,236
06601000,-2.8647,-0.7856,0.8763,1.0942,236
06614800,0.7897,0.6386,0.9367,1.3317,236
06622700,-0.2790,0.1715,0.7607,1.6102,236
06623800,0.8264,0.9082,0.9146,0.9681,236
06632400,-0.3231,0.3204,0.4557,1.3870,236
06746095,,,,,0
06784000,-0.6273,0.4212,0.6139,1.3519,236
06803510,0.2295,0.1304,0.5169,0.7191,236
06803530,0.4882,0.3409,0.8175,0.7985,236
06814000,0.8351,0.5674,0.9265,0.6193,236
06846500,-0.0094,-0.4722,-0.0599,1.3761,236
06847900,-0.0206,-0.3256,0.0456,1.2920,236
06853800,0.2221,0.0374,0.7442,1.7730,236
06876700,0.3165,0.4456,0.8557,1.2046,236
06878000,0.8254,0.8826,0.9106,0.9304,236
06879650,0.1732,0.1904,0.4345,0.6966,235
06885500,0.8551,0.6385,0.9444,0.7218,236
06888500,0.4801,0.2262,0.8360,0.5597,236
06889200,0.7297,0.5462,0.8878,0.7228,236
06889500,0.4256,0.4198,0.6612,0.8161,236
06892000,0.7181,0.5797,0.8720,0.7447,236
06903400,0.5291,0.1071,0.9336,0.3584,236
06906800,0.8438,0.8733,0.9187,0.9881,236
06910800,0.6638,0.5177,0.8544,0.7576,236
06911900,0.8260,0.7916,0.9118,0.8904,236
06917000,0.7577,0.7197,0.8746,0.8246,236
06918460,0.8216,0.7463,0.9184,1.2141,236
06919500,0.7288,0.7709,0.8585,0.8441,236
06921070,0.7442,0.6489,0.9319,1.2096,236
06921200,0.6699,0.5454,0.8305,0.6498,236
06934000,0.6886,0.7967,0.8473,0.8688,235
07014500,0.5196,0.3527,0.8599,0.7957,236
07056000,0.6923,0.8236,0.8383,0.9649,236
07057500,0.4754,0.5191,0.7098,0.8731,228
07060710,-0.0001,-0.3985,0.0211,1.0436,236
07066000,0.3582,0.2981,0.7076,0.7913,236
07067000,0.3747,0.3976,0.9144,0.5647,236
07068000,0.3506,0.3795,0.8073,0.7530,235
07071500,-0.0780,0.4078,0.5737,0.7810,236
07083000,-1.3121,-0.3273,0.8916,1.6787,236
07142300,-8.0526,-5.1060,-0.0114,6.9657,236
07145700,0.9194,0.8705,0.9598,0.9058,236
07148400,-0.3845,0.1845,0.8748,1.4999,237
07149000,0.3555,0.4442,0.9221,1.5117,236
07151500,0.7991,0.7421,0.9016,0.8918,236
07167500,0.9066,0.0554,0.9763,1.9376,236
07180500,0.1755,0.3061,0.4532,0.8153,236
07184000,0.6425,0.6404,0.8037,0.7708,234
07195800,0.4342,0.7253,0.7431,1.0470,234
07196900,0.5471,0.4710,0.7880,1.0332,235
07197000,0.6779,0.7258,0.8243,1.0337,237
07208500,0.0619,0.5096,0.7316,1.0777,236
07226500,-0.0219,-0.5050,-0.0047,0.3181,234
07261000,0.4179,0.3921,0.6721,1.3597,234
07263295,0.1468,-0.8422,0.6143,2.6950,234
07290650,0.5525,0.4616,0.7852,0.6835,236
07291000,0.5717,0.3999,0.8221,0.4963,236
07292500,0.5574,0.3887,0.8715,0.7956,236
07295000,0.6594,0.6273,0.8215,0.8424,236
07299670,0.3284,0.0601,0.6133,1.7476,226
07301410,0.1918,0.3761,0.5096,0.8009,225
07301500,-0.1796,-0.5736,0.0271,1.7651,199
07315200,-0.4268,-0.1343,0.4384,1.9660,161
07315700,0.0418,0.1353,0.7826,1.6555,218
07335700,0.4973,0.3225,0.7739,0.5862,228
07340300,0.6133,0.6128,0.7934,0.8263,236
07346045,-0.3976,-0.0963,0.6570,0.3523,236
07359610,0.5654,0.2401,0.8786,1.7485,236
07362100,0.3499,0.2660,0.7465,1.6700,236
07362587,-0.2185,-0.2848,0.5737,2.1913,234
07373000,0.1317,0.1125,0.4800,0.5814,232
07375000,0.7173,0.5780,0.8626,0.6759,236
07376000,0.8777,0.7883,0.9454,0.8390,236
08013000,0.6310,0.4652,0.8705,0.7527,236
08014500,0.4864,0.3283,0.8170,0.6612,236
08023080,-0.0441,-0.2268,0.2774,1.8758,236
08025500,-0.2782,-0.0872,0.9042,1.5410,236
08029500,0.2034,0.5382,0.6957,1.2894,236
08050800,0.2801,0.2082,0.5695,0.8029,235
08066200,0.4301,0.4083,0.6613,0.7341,236
08066300,0.8679,0.6290,0.9355,0.6469,236
08070000,-0.1855,0.0599,0.8827,1.4069,236
08070200,0.2788,0.6611,0.6821,0.9694,236
08079600,-7.9577,-3.8787,0.1784,5.4096,194
08082700,0.0920,-0.0157,0.3051,0.7657,222
08086212,0.4722,0.2479,0.9336,1.2723,236
08086290,0.5500,-0.4829,0.7512,2.4372,236
08101000,-0.5297,0.1457,0.6290,1.5268,236
08103900,0.3802,0.5986,0.6419,0.9778,236
08104900,0.5155,0.6595,0.7879,0.7519,236
08109700,-0.0659,0.1547,0.6897,1.6746,220
08150800,0.7764,0.6062,0.9256,1.1476,236
08155200,0.5225,-0.6965,0.9061,2.6900,236
08158700,-3.4356,-7.8588,0.5464,9.7957,236
08158810,0.5803,0.4917,0.8131,1.0419,236
08164000,0.3090,0.3417,0.7512,1.5638,236
08164300,0.4627,0.4936,0.6850,1.0223,233
08164600,-3.2454,-3.4065,0.7217,5.1234,236
08165300,0.1197,0.3607,0.6618,1.4966,236
08171300,-55.5859,-36.3835,0.7701,37.8549,236
08175000,0.4943,0.4537,0.7516,0.5150,236
08176900,-18.0854,-6.8135,0.3076,8.0363,236
08178880,0.7364,0.6197,0.8899,0.6515,236
08189500,-0.5368,0.0292,0.6395,1.6805,236
08190000,0.8759,0.5805,0.9389,1.4047,236
08190500,0.5914,-0.3808,0.9290,2.3509,230
08194200,-0.5755,-0.9229,0.8981,2.6156,236
08195000,0.5541,0.3462,0.9008,1.5066,236
08196000,0.3369,0.2740,0.6120,1.5510,224
08198500,-1.5378,-1.1268,0.9791,2.4583,236
08200000,0.5598,0.6217,0.7492,0.8433,236
08202700,-0.4577,-0.0720,0.5890,1.8654,235
08267500,-22.4663,-2.2908,0.6907,2.6481,236
08269000,-3.6122,-0.3753,0.6931,1.7031,236
08271000,-46.0002,-4.2398,0.7731,2.4870,236
08324000,0.1851,0.6037,0.7125,1.1299,236
08377900,-3.4450,-0.3939,0.5149,1.3465,236
08378500,-5.8242,-0.9374,0.5738,1.3106,228
08380500,-2.3347,-0.1057,0.5354,1.6504,236
09034900,0.2014,0.2602,0.8718,1.5532,232
09035800,,,,,0
09035900,0.5556,0.7518,0.8227,1.0828,202
09047700,-4.1205,-0.8801,0.8906,1.3855,234
09065500,0.7585,0.6913,0.9402,1.1178,236
09066000,-0.8444,0.2010,0.5908,1.1497,236
09066200,0.7223,0.6652,0.9255,1.2064,236
09066300,-0.3227,0.0194,0.8063,1.7732,236
09081600,0.1104,0.5925,0.6151,1.0202,236
09107000,-1.1262,0.0088,0.6996,1.2219,235
09210500,-1.4673,0.0920,0.7281,1.5482,209
09223000,-2.8679,-0.5554,0.8773,1.9788,175
09306242,-458.0937,-4.1070,0.8551,5.9543,234
09312600,-2.1452,-0.6151,0.4874,2.3902,236
09352900,-0.5831,0.3097,0.5759,1.2484,206
09378170,0.2531,0.2599,0.5402,1.3199,236
09378630,,,,,236
09386900,-1.4094,-0.1678,0.0122,1.6042,236
09404450,0.7345,0.7470,0.8742,0.9229,236
09430500,-0.9322,0.1483,0.6129,0.2690,236
09430600,0.1223,-0.0478,0.8295,0.2375,236
09447800,-2.3652,-0.6381,0.0707,2.0645,236
09480000,-0.7454,-4.6861,-0.0366,6.5824,236
09484000,-0.3570,-0.3095,0.4379,2.1798,213
09484600,-1.3452,-2.5956,0.5362,4.5006,235
09492400,-1.2887,0.0250,0.8311,1.7149,235
09494000,0.3709,0.6892,0.6953,1.0584,236
09497800,-0.1405,-0.6475,-0.2325,1.6367,236
09497980,-0.3772,0.2433,0.2495,1.0399,210
09505200,0.6171,0.7168,0.7934,1.1546,236
09505350,0.6490,0.4823,0.8144,1.4693,236
09505800,0.2883,0.6003,0.7244,1.2103,236
09508300,-0.6107,0.3319,0.4100,1.1144,236
09510200,-1.9365,-0.9006,0.1045,2.6176,217
09512280,-0.0630,-0.9649,-0.1077,2.3541,236
09513780,-6.8412,-7.4940,0.1576,9.4514,235
10023000,-14.9679,-0.6665,0.0692,2.2338,236
10166430,-13430.8612,-89.9613,0.5499,72.5399,236
10172700,-29.5704,-0.2384,0.6605,2.0271,236
10172800,-10.0090,-0.8874,0.8046,2.3682,236
10173450,-0.3931,0.3907,0.4132,0.9958,236
10205030,-188.9029,-9.8310,-0.0226,2.3368,236
10234500,-0.0955,-0.2819,-0.0356,0.8644,233
10242000,-29.4845,-3.6995,0.4067,4.4851,236
10244950,-37.6565,-1.5167,0.7064,1.5658,236
10249300,-45.6114,-4.5918,0.5073,4.3292,235
10258000,,,,,64
10258500,0.0074,-0.4088,0.1553,0.3501,236
10259000,0.8262,0.7054,0.9423,1.0758,236
10259200,-5.1700,-4.8371,0.7200,6.5429,236
10263500,-0.4958,0.1136,0.8228,1.2738,236
10310500,-1.4589,0.2110,0.8927,1.7600,236
10316500,-0.3667,0.3247,0.6709,1.2460,236
10329500,-0.3925,0.0507,0.8965,1.3228,236
10336645,0.5550,0.6990,0.7595,1.1268,222
10336660,0.5645,0.7448,0.7657,1.0423,236
10336740,,,,,0
10343500,0.5947,0.4605,0.8751,0.7772,236
10348850,-2.3117,0.0010,0.8278,1.7380,236
10396000,-0.4341,0.3420,0.6960,1.2741,236
11098000,-0.2486,-0.0312,0.8532,1.6598,236
11124500,-3.7818,-1.3250,0.9815,2.5332,236
