gauge_id,name,lat,lon,state,huc02,area_km2,area_gagesii_km2,region
02016000,"COWPASTURE RIVER NEAR CLIFTON FORGE, VA",37.791796,-79.759492,VA,02,1193.474121,1194.551000,Southeast
02017500,"JOHNS CREEK AT NEW CASTLE, VA",37.506240,-80.106715,VA,02,271.832520,276.149700,Southeast
02018000,"CRAIG CREEK AT PARR, VA",37.665962,-79.911439,VA,02,851.741821,852.343100,Southeast
02027000,"TYE RIVER NEAR LOVINGSTON, VA",37.715419,-78.981691,VA,02,240.765930,240.767100,Southeast
02027500,"PINEY RIVER AT PINEY RIVER, VA",37.702363,-79.027525,VA,02,123.489624,123.342300,Southeast
02028500,"ROCKFISH RIVER NEAR GREENFIELD, VA",37.869585,-78.823354,VA,02,245.425919,245.453400,Southeast
02038850,"HOLIDAY CREEK NEAR ANDERSONVILLE, VA",37.415424,-78.635839,VA,02,22.109043,22.003590,Southeast
02046000,"STONY CREEK NEAR DINWIDDIE, VA",37.067094,-77.602489,VA,03,292.543549,288.523800,Southeast
02051000,"NORTH MEHERRIN RIVER NEAR LUNENBURG, VA",36.997374,-78.349718,VA,03,144.977341,144.822700,Southeast
02051500,"MEHERRIN RIVER NEAR LAWRENCEVILLE, VA",36.716814,-77.831658,VA,03,1429.062256,1428.706000,Southeast
02053200,"POTECASI CREEK NEAR UNION, NC",36.370833,-77.025556,NC,03,582.498230,583.659900,Southeast
02053800,"S F ROANOKE RIVER NEAR SHAWSVILLE, VA",37.140132,-80.266433,VA,03,282.188019,280.722600,Southeast
02055100,"TINKER CREEK NEAR DALEVILLE, VA",37.417633,-79.935319,VA,03,30.289907,30.535200,Southeast
02056900,"BLACKWATER RIVER NEAR ROCKY MOUNT, VA",37.045141,-79.844199,VA,03,297.721313,298.107900,Southeast
02059500,"GOOSE CREEK NEAR HUDDLESTON, VA",37.173200,-79.520308,VA,03,486.709625,485.407800,Southeast
02064000,"FALLING RIVER NEAR NARUNA, VA",37.126810,-78.959737,VA,03,427.165375,427.768200,Southeast
02065500,"CUB CREEK AT PHENIX, VA",37.079311,-78.763618,VA,03,252.674789,252.578700,Southeast
02069700,"SOUTH MAYO RIVER NEAR NETTLERIDGE, VA",36.570971,-80.129493,VA,03,221.349319,221.133600,Southeast
02070000,"NORTH MAYO RIVER NEAR SPENCER, VA",36.568194,-79.987265,VA,03,279.599152,270.608400,Southeast
02074500,"SANDY RIVER NEAR DANVILLE, VA",36.619583,-79.504193,VA,03,287.365784,288.531000,Southeast
02077200,"HYCO CREEK NEAR LEASBURG, NC",36.397778,-79.196667,NC,03,118.829636,121.694400,Southeast
02081500,"TAR RIVER NEAR TAR RIVER, NC",36.194167,-78.583056,NC,03,432.343140,428.366100,Southeast
02082950,"LITTLE FISHING CREEK NEAR WHITE OAK, NC",36.183333,-77.876111,NC,03,458.231934,460.853100,Southeast
02092500,"TRENT RIVER NEAR TRENTON, NC",35.064167,-77.461389,NC,03,434.932007,447.575100,Southeast
02096846,"CANE CREEK NEAR ORANGE GROVE, NC",35.987222,-79.206111,NC,03,19.520163,19.569600,Southeast
02102908,"FLAT CREEK NEAR INVERNESS, NC",35.182778,-79.177500,NC,03,19.753162,19.725300,Southeast
02108000,"NORTHEAST CAPE FEAR RIVER NEAR CHINQUAPIN, NC",34.828889,-77.832222,NC,03,1550.739746,1569.485000,Southeast
02111180,"ELK CREEK AT ELKVILLE, NC",36.071389,-81.403056,NC,03,131.774048,131.466600,Southeast
02111500,"REDDIES RIVER AT NORTH WILKESBORO, NC",36.175000,-81.168889,NC,03,230.928192,233.660700,Southeast
02112120,"ROARING RIVER NEAR ROARING RIVER, NC",36.250278,-81.044444,NC,03,331.376770,322.268400,Southeast
02112360,"MITCHELL RIVER NEAR STATE ROAD, NC",36.311389,-80.807222,NC,03,204.003830,205.296300,Southeast
02118500,"HUNTING CREEK NEAR HARMONY, NC",36.000556,-80.745556,NC,03,401.276550,400.527000,Southeast
02125000,"BIG BEAR CR NR RICHFIELD, NC",35.334722,-80.335556,NC,03,143.941788,144.549900,Southeast
02128000,"LITTLE RIVER NEAR STAR, NC",35.387222,-79.831389,NC,03,274.421387,273.475800,Southeast
02137727,"CATAWBA R NR PLEASANT GARDENS, NC",35.685833,-82.060278,NC,03,326.199005,329.544000,Southeast
02140991,"JOHNS RIVER AT ARNEYS STORE, NC",35.833611,-81.711944,NC,03,520.365051,521.986500,Southeast
02143000,"HENRY FORK NEAR HENRY RIVER, NC",35.684444,-81.403333,NC,03,215.394897,216.672300,Southeast
02143040,"JACOB FORK AT RAMSEY, NC",35.590686,-81.567037,NC,03,66.534241,66.484130,Southeast
02149000,"COVE CREEK NEAR LAKE LURE, NC",35.423454,-82.111498,NC,03,204.521606,203.852700,Southeast
02152100,"FIRST BROAD RIVER NEAR CASAR, NC",35.493056,-81.682222,NC,03,156.627304,154.994400,Southeast
02177000,"CHATTOOGA RIVER NEAR CLAYTON, GA",34.813981,-83.305993,GA,03,535.898376,526.773600,Southeast
02178400,"TALLULAH RIVER NEAR CLAYTON, GA",34.890371,-83.530441,GA,03,146.271774,151.275300,Southeast
02193340,"KETTLE CREEK NEAR WASHINGTON, GA",33.682628,-82.857923,GA,03,87.763069,87.873300,Southeast
02196000,"STEVENS CREEK NEAR MODOC, SC",33.729297,-82.181787,SC,03,1410.940186,1408.382000,Southeast
02198100,"BEAVERDAM CREEK NEAR SARDIS, GA",32.937658,-81.815392,GA,03,79.737534,79.490710,Southeast
02202600,"BLACK CREEK NEAR BLITCHTON, GA",32.167980,-81.488167,GA,03,600.620422,590.472000,Southeast
02212600,"FALLING CREEK NEAR JULIETTE, GA",33.099854,-83.723510,GA,03,186.917206,187.961400,Southeast
02215100,"TUCSAWHATCHEE CREEK NEAR HAWKINSVILLE, GA",32.239444,-83.501667,GA,03,421.987610,420.292300,Southeast
02216180,"TURNPIKE CREEK NEAR MCRAE, GA",31.991389,-82.921944,GA,03,127.372948,129.111000,Southeast
02221525,"MURDER CREEK BELOW EATONTON, GA",33.252355,-83.481276,GA,03,491.887390,490.797600,Southeast
02231000,"ST. MARYS RIVER NR MACCLENNY, FLA.",30.358847,-82.081501,FL,03,1812.216675,1748.368000,Southeast
02231342,"FT DRUM CREEK AT SUNSHINE ST PKY NEAR FT DRUM, FL",27.568647,-80.796171,FL,03,136.175140,111.562200,Southeast
02235200,"BLACKWATER CREEK NEAR CASSIA, FL",28.874531,-81.489383,FL,03,326.199005,297.695600,Southeast
02245500,"SOUTH FORK BLACK CREEK NR PENNEY FARMS, FLA.",29.979408,-81.852043,FL,03,346.910065,348.434500,Southeast
02246000,"NORTH FORK BLACK CREEK NR MIDDLEBURG, FLA.",30.113295,-81.906492,FL,03,458.231934,451.061100,Southeast
02296500,CHARLIE CREEK NEAR GARDNER FL,27.375043,-81.796471,FL,03,854.330750,886.396500,Southeast
02297155,HORSE CREEK NEAR MYAKKA HEAD FL,27.487261,-82.023420,FL,03,108.733002,93.603600,Southeast
02297310,HORSE CREEK NEAR ARCADIA FL,27.199495,-81.988419,FL,03,564.376038,528.376500,Southeast
02298123,PRAIRIE CREEK NEAR FORT OGDEN FL,27.052000,-81.784527,FL,03,603.209290,540.653400,Southeast
02298608,MYAKKA RIVER AT MYAKKA CITY FL,27.343656,-82.156756,FL,03,323.610138,312.342300,Southeast
02299950,MANATEE RIVER NEAR MYAKKA HEAD FL,27.473651,-82.211201,FL,03,169.053925,174.271500,Southeast
02300700,BULLFROG CREEK NEAR WIMAUMA FL,27.791972,-82.352037,FL,03,75.336433,73.841040,Southeast
02310947,"WITHLACOOCHEE RIVER NEAR CUMPRESSCO, FLA.",28.311952,-82.055915,FL,03,724.886658,649.563400,Southeast
02312200,"LITTLE WITHLACOOCHEE RIVER AT RERDELL, FLA.",28.572773,-82.155363,FL,03,375.387756,413.478900,Southeast
02314500,"SUWANNEE RIVER AT US 441, AT FARGO, GA",30.680556,-82.560556,GA,03,2925.435547,3322.154000,Southeast
02315500,"SUWANNEE RIVER AT WHITE SPRINGS, FLA.",30.325781,-82.738183,FL,03,6290.980957,6136.255000,Southeast
02324400,"FENHOLLOWAY RIVER NEAR FOLEY, FLA.",30.098271,-83.471811,FL,03,155.332855,176.265400,Southeast
02327100,"SOPCHOPPY RIVER NR SOPCHOPPY, FLA.",30.129369,-84.494348,FL,03,264.065857,271.118200,Southeast
02342933,SOUTH FORK COWIKEE CREEK NEAR BATESVILLE AL,32.017657,-85.295770,AL,03,289.954681,290.095200,Southeast
02349900,"TURKEY CREEK AT BYROMVILLE, GA",32.195556,-83.902222,GA,03,116.499641,122.867300,Southeast
02350900,"KINCHAFOONEE CREEK NEAR DAWSON, GA",31.764444,-84.253333,GA,03,1364.340332,1365.120000,Southeast
02361000,"CHOCTAWHATCHEE RIVER NEAR NEWTON, AL.",31.342949,-85.610491,AL,03,1775.972412,1781.611000,Southeast
02363000,PEA RIVER NEAR ARITON AL,31.594887,-85.782998,AL,03,1289.262695,1292.513000,Southeast
02369800,BLACKWATER RIVER NEAR BRADLEY AL,31.027680,-86.709957,AL,03,227.044861,227.512900,Southeast
02371500,CONECUH RIVER AT BRANTLEY AL,31.573495,-86.251623,AL,03,1294.440552,1292.785000,Southeast
02372250,PATSALIGA CREEK NEAR BRANTLEY AL,31.596272,-86.405518,AL,03,1144.285400,1145.223000,Southeast
02374500,MURDER CREEK NEAR EVERGREEN AL,31.418500,-86.986640,AL,03,455.643066,445.715100,Southeast
02381600,"FAUSETT CREEK NEAR TALKING ROCK, GA",34.570366,-84.468816,GA,03,25.862921,10.324800,Southeast
02384540,"MILL CREEK NEAR CRANDALL, GA",34.872024,-84.721326,GA,03,19.882607,21.371400,Southeast
02395120,"TWO RUN CREEK NEAR KINGSTON, GA",34.242778,-84.889722,GA,03,85.691963,84.010500,Southeast
02408540,HATCHET CREEK BELOW ROCKFORD AL,32.916790,-86.270251,AL,03,680.875732,682.409700,Southeast
02415000,HILLABEE CREEK NEAR HACKNEYVILLE AL,33.066787,-85.879130,AL,03,491.887390,491.382900,Southeast
02422500,MULBERRY CREEK AT JONES AL,32.582910,-86.903599,AL,03,525.542847,527.547600,Southeast
02427250,"PINE BARREN CREEK NEAR SNOW HILL, AL.",31.996258,-87.068319,AL,03,675.697937,675.243900,Southeast
02430085,"RED BUD CREEK NR MOORES MILL, MS",34.466667,-88.283611,MS,03,40.645432,40.562100,South
02430615,"MUD CREEK NR FAIRVIEW, MS",34.392500,-88.355000,MS,03,28.736580,28.714500,South
02450250,SIPSEY FORK NEAR GRAYSON AL,34.285378,-87.398908,AL,03,238.435944,231.825200,Southeast
02464000,NORTH RIVER NEAR SAMANTHA AL,33.479281,-87.597230,AL,03,577.320435,578.944800,Southeast
02464146,TURKEY CREEK NEAR TUSCALOOSA,33.413448,-87.510560,AL,03,15.947507,15.822900,Southeast
02464360,BINION CREEK BELOW GIN CREEK NEAR SAMANTHA AL,33.424837,-87.642509,AL,03,148.084000,148.615200,Southeast
02465493,ELLIOTTS CREEK AT MOUNDVILLE AL,32.997346,-87.622230,AL,03,83.620857,83.417400,Southeast
02469800,SATILPA CREEK NEAR COFFEEVILLE AL,31.744325,-88.022507,AL,03,424.576477,422.681400,Southeast
02472000,"LEAF RIVER NR COLLINS, MS",31.706944,-89.406944,MS,03,1923.538574,1927.134000,South
02472500,"BOUIE CREEK NR HATTIESBURG, MS",31.425833,-89.414722,MS,03,787.019836,789.936300,South
02479155,"CYPRESS CREEK NR JANICE, MS",31.025278,-89.016667,MS,03,136.175140,137.280600,South
02479300,"RED CREEK AT VESTRY, MS",30.736111,-88.781111,MS,03,1141.696533,1144.201000,South
02479560,ESCATAWPA RIVER NEAR AGRICOLA MS,30.809077,-88.458627,MS,03,1454.951172,1454.328000,South
02481000,"BILOXI RIVER AT WORTHAM, MS",30.558611,-89.121944,MS,03,249.050354,249.231600,South
02481510,"WOLF RIVER NR LANDON, MS",30.483611,-89.274444,MS,03,797.375366,800.659800,South
03010655,"Oswayo Creek at Shinglehouse, PA",41.961732,-78.198066,PA,05,255.522552,254.441700,Northeast
03011800,"Kinzua Creek near Guffey, PA",41.766451,-78.718640,PA,05,100.448586,100.095300,Northeast
03015500,"Brokenstraw Creek at Youngsville, PA",41.852559,-79.317271,PA,05,831.030823,784.851300,Northeast
03021350,"French Creek near Wattsburg, PA",42.015332,-79.782551,PA,05,238.177048,239.669100,Northeast
03026500,"Sevenmile Run near Rasselas, PA",41.631173,-78.576690,PA,05,20.296827,20.305800,Northeast
03028000,"West Branch Clarion River at Wilcox, PA",41.575340,-78.692249,PA,05,163.099503,161.110200,Northeast
03049000,"Buffalo Creek near Freeport, PA",40.715898,-79.699494,PA,05,354.676697,357.153300,Northeast
03049800,"Little Pine Creek near Etna, PA",40.520346,-79.938108,PA,05,14.963732,14.887800,Northeast
03050000,"TYGART VALLEY RIVER NEAR DAILEY, WV",38.809275,-79.881734,WV,05,478.942993,487.287000,Ohio Valley
03066000,"BLACKWATER R AT DAVIS, WV",39.127052,-79.468385,WV,05,222.384872,222.785100,Ohio Valley
03069500,"CHEAT RIVER NEAR PARSONS, WV",39.122884,-79.681174,WV,05,1869.172119,1856.853000,Ohio Valley
03070500,"BIG SANDY CREEK AT ROCKVILLE, WV",39.615638,-79.704774,WV,05,517.776184,517.379400,Ohio Valley
03076600,"BEAR CREEK AT FRIENDSVILLE, MD",39.656139,-79.394111,MD,05,126.596283,127.399100,Northeast
03078000,"CASSELMAN RIVER AT GRANTSVILLE, MD",39.702194,-79.136389,MD,05,161.805069,161.482500,Northeast
03140000,Mill Creek near Coshocton OH,40.362846,-81.862356,OH,05,70.417564,70.345800,Ohio Valley
03144000,Wakatomika Creek near Frazeysburg OH,40.132568,-82.147920,OH,05,362.443329,363.414600,Ohio Valley
03159540,Shade River near Chester OH,39.063689,-81.881802,OH,05,403.865448,400.851000,Ohio Valley
03161000,"SOUTH FORK NEW RIVER NEAR JEFFERSON, NC",36.393333,-81.406944,NC,05,530.720581,527.862400,Southeast
03164000,"NEW RIVER NEAR GALAX, VA",36.647350,-80.978969,VA,05,2953.913330,2952.736000,Southeast
03165000,"CHESTNUT CREEK AT GALAX, VA",36.645961,-80.919244,VA,05,102.001907,101.996100,Southeast
03170000,"LITTLE RIVER AT GRAYSONTOWN, VA",37.037626,-80.556724,VA,05,799.964233,794.640300,Southeast
03173000,"WALKER CREEK AT BANE, VA",37.268178,-80.709512,VA,05,774.075439,773.315100,Southeast
03180500,"GREENBRIER RIVER AT DURBIN, WV",38.543727,-79.833115,WV,05,344.321167,345.056400,Ohio Valley
03182500,"GREENBRIER RIVER AT BUCKEYE, WV",38.185953,-80.130623,WV,05,1397.995728,1364.974000,Ohio Valley
03186500,"WILLIAMS RIVER AT DYER, WV",38.378999,-80.483974,WV,05,331.376770,329.680500,Ohio Valley
03187500,"CRANBERRY RIVER NEAR RICHWOOD, WV",38.295390,-80.526475,WV,05,208.146027,207.415000,Ohio Valley
03213700,"TUG FORK AT WILLIAMSON, WV",37.673157,-82.280141,KY,05,2423.192627,2425.060000,Ohio Valley
03237280,Upper Twin Creek at McGaw OH,38.643687,-83.215736,OH,05,31.584349,32.954200,Ohio Valley
03237500,Ohio Brush Creek near West Union OH,38.803684,-83.421023,OH,05,1001.896973,1003.208000,Ohio Valley
03238500,White Oak Creek near Georgetown OH,38.858125,-83.928539,OH,05,564.376038,568.503800,Ohio Valley
03241500,Massies Creek at Wilberforce OH,39.722838,-83.882707,OH,05,163.617279,170.914500,Ohio Valley
03280700,"CUTSHIN CREEK AT WOOTON, KY",37.165093,-83.307956,KY,05,158.698410,158.222700,Ohio Valley
03281100,"GOOSE CREEK AT MANCHESTER, KY",37.152034,-83.760197,KY,05,421.987610,422.723700,Ohio Valley
03281500,"SOUTH FORK KENTUCKY RIVER AT BOONEVILLE, KY",37.479810,-83.675192,KY,05,1869.172119,1838.220000,Ohio Valley
03285000,"DIX RIVER NEAR DANVILLE, KY",37.642023,-84.660777,KY,05,823.264160,822.340800,Ohio Valley
03291780,"INDIAN-KENTUCK CREEK NR CANAAN, IND.",38.878114,-85.257179,IN,05,71.194229,71.410500,Ohio Valley
03300400,"BEECH FORK AT MAUD, KY",37.832840,-85.296069,KY,05,1128.752075,1128.578000,Ohio Valley
03338780,"NORTH FORK VERMILION RIVER NEAR BISMARCK, IL",40.265314,-87.642799,IL,05,678.286804,691.555500,Ohio Valley
03340800,BIG RACCOON CREEK NEAR FINCASTLE IND,39.812545,-86.953899,IN,05,359.854462,357.653700,Ohio Valley
03346000,"NORTH FORK EMBARRAS RIVER NEAR OBLONG, IL",39.010042,-87.945588,IL,05,823.264160,814.693500,Ohio Valley
